chr,pos,enzyme
CP000730.1,2188,1
CP000730.1,3226,1
CP000730.1,5682,1
CP000730.1,10686,1
CP000730.1,20666,1
CP000730.1,42960,1
CP000730.1,44001,1
CP000730.1,44010,1
CP000730.1,47115,1
CP000730.1,50299,1
CP000730.1,57932,1
CP000730.1,61735,1
CP000730.1,62569,1
CP000730.1,65176,1
CP000730.1,67373,1
CP000730.1,68677,1
CP000730.1,69191,1
CP000730.1,70964,1
CP000730.1,73967,1
CP000730.1,80603,1
CP000730.1,82286,1
CP000730.1,84946,1
CP000730.1,90152,1
CP000730.1,94339,1
CP000730.1,98953,1
CP000730.1,101100,1
CP000730.1,101109,1
CP000730.1,103187,1
CP000730.1,115246,1
CP000730.1,123455,1
CP000730.1,125958,1
CP000730.1,130277,1
CP000730.1,134053,1
CP000730.1,142783,1
CP000730.1,153345,1
CP000730.1,158631,1
CP000730.1,171366,1
CP000730.1,172594,1
CP000730.1,178292,1
CP000730.1,179255,1
CP000730.1,181449,1
CP000730.1,190597,1
CP000730.1,190809,1
CP000730.1,210954,1
CP000730.1,211844,1
CP000730.1,216798,1
CP000730.1,222295,1
CP000730.1,222439,1
CP000730.1,231340,1
CP000730.1,234239,1
CP000730.1,237335,1
CP000730.1,239152,1
CP000730.1,246145,1
CP000730.1,259485,1
CP000730.1,266800,1
CP000730.1,270810,1
CP000730.1,278174,1
CP000730.1,286477,1
CP000730.1,287938,1
CP000730.1,312082,1
CP000730.1,318928,1
CP000730.1,318999,1
CP000730.1,323454,1
CP000730.1,326324,1
CP000730.1,331499,1
CP000730.1,341963,1
CP000730.1,343379,1
CP000730.1,343422,1
CP000730.1,349858,1
CP000730.1,350392,1
CP000730.1,350760,1
CP000730.1,350904,1
CP000730.1,351271,1
CP000730.1,352293,1
CP000730.1,357717,1
CP000730.1,369379,1
CP000730.1,378164,1
CP000730.1,379991,1
CP000730.1,386824,1
CP000730.1,389757,1
CP000730.1,408745,1
CP000730.1,418382,1
CP000730.1,418889,1
CP000730.1,419338,1
CP000730.1,420476,1
CP000730.1,424526,1
CP000730.1,428162,1
CP000730.1,429221,1
CP000730.1,432743,1
CP000730.1,435430,1
CP000730.1,438871,1
CP000730.1,439817,1
CP000730.1,439976,1
CP000730.1,440809,1
CP000730.1,441911,1
CP000730.1,443255,1
CP000730.1,450399,1
CP000730.1,453427,1
CP000730.1,457486,1
CP000730.1,457945,1
CP000730.1,459176,1
CP000730.1,462396,1
CP000730.1,462429,1
CP000730.1,468390,1
CP000730.1,472890,1
CP000730.1,476733,1
CP000730.1,484969,1
CP000730.1,492603,1
CP000730.1,495641,1
CP000730.1,513465,1
CP000730.1,514577,1
CP000730.1,515646,1
CP000730.1,516379,1
CP000730.1,523156,1
CP000730.1,525202,1
CP000730.1,532641,1
CP000730.1,533058,1
CP000730.1,535058,1
CP000730.1,536291,1
CP000730.1,538199,1
CP000730.1,541267,1
CP000730.1,554839,1
CP000730.1,555136,1
CP000730.1,557744,1
CP000730.1,558874,1
CP000730.1,559897,1
CP000730.1,560630,1
CP000730.1,568217,1
CP000730.1,572328,1
CP000730.1,580638,1
CP000730.1,582386,1
CP000730.1,584406,1
CP000730.1,587470,1
CP000730.1,587707,1
CP000730.1,590243,1
CP000730.1,593479,1
CP000730.1,594496,1
CP000730.1,595478,1
CP000730.1,595721,1
CP000730.1,595889,1
CP000730.1,596171,1
CP000730.1,596369,1
CP000730.1,596501,1
CP000730.1,596534,1
CP000730.1,598175,1
CP000730.1,605455,1
CP000730.1,605484,1
CP000730.1,610726,1
CP000730.1,611177,1
CP000730.1,617460,1
CP000730.1,617790,1
CP000730.1,621411,1
CP000730.1,628547,1
CP000730.1,631869,1
CP000730.1,636859,1
CP000730.1,642827,1
CP000730.1,643924,1
CP000730.1,643966,1
CP000730.1,645537,1
CP000730.1,653244,1
CP000730.1,665786,1
CP000730.1,669568,1
CP000730.1,676143,1
CP000730.1,676689,1
CP000730.1,679311,1
CP000730.1,685539,1
CP000730.1,706220,1
CP000730.1,715134,1
CP000730.1,730156,1
CP000730.1,730654,1
CP000730.1,732204,1
CP000730.1,738207,1
CP000730.1,739069,1
CP000730.1,760957,1
CP000730.1,770225,1
CP000730.1,793390,1
CP000730.1,795312,1
CP000730.1,796907,1
CP000730.1,809072,1
CP000730.1,813097,1
CP000730.1,813490,1
CP000730.1,815112,1
CP000730.1,815936,1
CP000730.1,820342,1
CP000730.1,830669,1
CP000730.1,849851,1
CP000730.1,851680,1
CP000730.1,853870,1
CP000730.1,857352,1
CP000730.1,860830,1
CP000730.1,861209,1
CP000730.1,862661,1
CP000730.1,862910,1
CP000730.1,871809,1
CP000730.1,878050,1
CP000730.1,878155,1
CP000730.1,881346,1
CP000730.1,882199,1
CP000730.1,886632,1
CP000730.1,895534,1
CP000730.1,896489,1
CP000730.1,904115,1
CP000730.1,910233,1
CP000730.1,916162,1
CP000730.1,919703,1
CP000730.1,929127,1
CP000730.1,932109,1
CP000730.1,932130,1
CP000730.1,933809,1
CP000730.1,936397,1
CP000730.1,936422,1
CP000730.1,936913,1
CP000730.1,937631,1
CP000730.1,946491,1
CP000730.1,949513,1
CP000730.1,966988,1
CP000730.1,968148,1
CP000730.1,971908,1
CP000730.1,973332,1
CP000730.1,980374,1
CP000730.1,981111,1
CP000730.1,981226,1
CP000730.1,988993,1
CP000730.1,991696,1
CP000730.1,993198,1
CP000730.1,995348,1
CP000730.1,998015,1
CP000730.1,999770,1
CP000730.1,1000582,1
CP000730.1,1001796,1
CP000730.1,1005217,1
CP000730.1,1006656,1
CP000730.1,1008143,1
CP000730.1,1014564,1
CP000730.1,1019160,1
CP000730.1,1019543,1
CP000730.1,1027249,1
CP000730.1,1031294,1
CP000730.1,1034020,1
CP000730.1,1048634,1
CP000730.1,1051813,1
CP000730.1,1053745,1
CP000730.1,1055119,1
CP000730.1,1067219,1
CP000730.1,1069011,1
CP000730.1,1084325,1
CP000730.1,1086381,1
CP000730.1,1092987,1
CP000730.1,1095285,1
CP000730.1,1106225,1
CP000730.1,1112087,1
CP000730.1,1113527,1
CP000730.1,1115799,1
CP000730.1,1118216,1
CP000730.1,1123733,1
CP000730.1,1127229,1
CP000730.1,1130483,1
CP000730.1,1132856,1
CP000730.1,1133955,1
CP000730.1,1137239,1
CP000730.1,1137467,1
CP000730.1,1141550,1
CP000730.1,1152549,1
CP000730.1,1157763,1
CP000730.1,1159879,1
CP000730.1,1161010,1
CP000730.1,1163722,1
CP000730.1,1170096,1
CP000730.1,1175584,1
CP000730.1,1182111,1
CP000730.1,1187681,1
CP000730.1,1195083,1
CP000730.1,1199770,1
CP000730.1,1201377,1
CP000730.1,1203543,1
CP000730.1,1210202,1
CP000730.1,1217447,1
CP000730.1,1221278,1
CP000730.1,1224790,1
CP000730.1,1225607,1
CP000730.1,1238657,1
CP000730.1,1243357,1
CP000730.1,1248917,1
CP000730.1,1259134,1
CP000730.1,1259413,1
CP000730.1,1268279,1
CP000730.1,1269165,1
CP000730.1,1270377,1
CP000730.1,1275160,1
CP000730.1,1284443,1
CP000730.1,1285365,1
CP000730.1,1286879,1
CP000730.1,1301808,1
CP000730.1,1305746,1
CP000730.1,1307709,1
CP000730.1,1318944,1
CP000730.1,1324657,1
CP000730.1,1326268,1
CP000730.1,1331840,1
CP000730.1,1337129,1
CP000730.1,1338365,1
CP000730.1,1343850,1
CP000730.1,1344239,1
CP000730.1,1345083,1
CP000730.1,1347779,1
CP000730.1,1348735,1
CP000730.1,1354978,1
CP000730.1,1355058,1
CP000730.1,1355852,1
CP000730.1,1368298,1
CP000730.1,1368481,1
CP000730.1,1370541,1
CP000730.1,1371399,1
CP000730.1,1372120,1
CP000730.1,1375335,1
CP000730.1,1378321,1
CP000730.1,1378541,1
CP000730.1,1380321,1
CP000730.1,1384825,1
CP000730.1,1423351,1
CP000730.1,1424917,1
CP000730.1,1425936,1
CP000730.1,1428104,1
CP000730.1,1429465,1
CP000730.1,1437138,1
CP000730.1,1441015,1
CP000730.1,1443304,1
CP000730.1,1443366,1
CP000730.1,1448013,1
CP000730.1,1449572,1
CP000730.1,1451208,1
CP000730.1,1455879,1
CP000730.1,1456621,1
CP000730.1,1462693,1
CP000730.1,1466301,1
CP000730.1,1466425,1
CP000730.1,1466882,1
CP000730.1,1491233,1
CP000730.1,1495672,1
CP000730.1,1501236,1
CP000730.1,1504027,1
CP000730.1,1512438,1
CP000730.1,1516126,1
CP000730.1,1517523,1
CP000730.1,1520379,1
CP000730.1,1524072,1
CP000730.1,1524591,1
CP000730.1,1525485,1
CP000730.1,1531598,1
CP000730.1,1537803,1
CP000730.1,1544746,1
CP000730.1,1547079,1
CP000730.1,1547590,1
CP000730.1,1550111,1
CP000730.1,1568939,1
CP000730.1,1570853,1
CP000730.1,1575753,1
CP000730.1,1578759,1
CP000730.1,1591865,1
CP000730.1,1593653,1
CP000730.1,1595286,1
CP000730.1,1602184,1
CP000730.1,1605581,1
CP000730.1,1607066,1
CP000730.1,1611002,1
CP000730.1,1622323,1
CP000730.1,1625675,1
CP000730.1,1633313,1
CP000730.1,1637668,1
CP000730.1,1640754,1
CP000730.1,1648729,1
CP000730.1,1651373,1
CP000730.1,1651638,1
CP000730.1,1653223,1
CP000730.1,1654928,1
CP000730.1,1657920,1
CP000730.1,1668979,1
CP000730.1,1669201,1
CP000730.1,1675206,1
CP000730.1,1675645,1
CP000730.1,1677540,1
CP000730.1,1678530,1
CP000730.1,1686341,1
CP000730.1,1686431,1
CP000730.1,1686463,1
CP000730.1,1686687,1
CP000730.1,1691191,1
CP000730.1,1692254,1
CP000730.1,1695701,1
CP000730.1,1700974,1
CP000730.1,1703369,1
CP000730.1,1705096,1
CP000730.1,1707231,1
CP000730.1,1708146,1
CP000730.1,1708601,1
CP000730.1,1712616,1
CP000730.1,1715996,1
CP000730.1,1718597,1
CP000730.1,1720522,1
CP000730.1,1721750,1
CP000730.1,1724649,1
CP000730.1,1734968,1
CP000730.1,1735684,1
CP000730.1,1736702,1
CP000730.1,1736981,1
CP000730.1,1750046,1
CP000730.1,1754319,1
CP000730.1,1754339,1
CP000730.1,1758660,1
CP000730.1,1762687,1
CP000730.1,1763812,1
CP000730.1,1766834,1
CP000730.1,1772198,1
CP000730.1,1777002,1
CP000730.1,1777438,1
CP000730.1,1781336,1
CP000730.1,1782277,1
CP000730.1,1783883,1
CP000730.1,1787789,1
CP000730.1,1790698,1
CP000730.1,1792746,1
CP000730.1,1793009,1
CP000730.1,1802489,1
CP000730.1,1804580,1
CP000730.1,1804589,1
CP000730.1,1804651,1
CP000730.1,1809933,1
CP000730.1,1821566,1
CP000730.1,1837969,1
CP000730.1,1842812,1
CP000730.1,1852142,1
CP000730.1,1855286,1
CP000730.1,1857114,1
CP000730.1,1863820,1
CP000730.1,1866021,1
CP000730.1,1867191,1
CP000730.1,1875255,1
CP000730.1,1884208,1
CP000730.1,1888750,1
CP000730.1,1892637,1
CP000730.1,1893007,1
CP000730.1,1893016,1
CP000730.1,1893078,1
CP000730.1,1894855,1
CP000730.1,1895284,1
CP000730.1,1906290,1
CP000730.1,1910908,1
CP000730.1,1910970,1
CP000730.1,1910979,1
CP000730.1,1914145,1
CP000730.1,1922454,1
CP000730.1,1924389,1
CP000730.1,1926487,1
CP000730.1,1933978,1
CP000730.1,1938580,1
CP000730.1,1939039,1
CP000730.1,1942229,1
CP000730.1,1943832,1
CP000730.1,1945774,1
CP000730.1,1949979,1
CP000730.1,1956649,1
CP000730.1,1965888,1
CP000730.1,1967344,1
CP000730.1,1969240,1
CP000730.1,1976783,1
CP000730.1,1987732,1
CP000730.1,1988746,1
CP000730.1,1989405,1
CP000730.1,1995324,1
CP000730.1,1999711,1
CP000730.1,2000444,1
CP000730.1,2001513,1
CP000730.1,2002734,1
CP000730.1,2006483,1
CP000730.1,2020633,1
CP000730.1,2020727,1
CP000730.1,2025465,1
CP000730.1,2027081,1
CP000730.1,2035203,1
CP000730.1,2043601,1
CP000730.1,2060406,1
CP000730.1,2067188,1
CP000730.1,2067545,1
CP000730.1,2071600,1
CP000730.1,2071609,1
CP000730.1,2077621,1
CP000730.1,2083707,1
CP000730.1,2085577,1
CP000730.1,2088378,1
CP000730.1,2099023,1
CP000730.1,2099375,1
CP000730.1,2108123,1
CP000730.1,2109042,1
CP000730.1,2112694,1
CP000730.1,2113274,1
CP000730.1,2119534,1
CP000730.1,2124180,1
CP000730.1,2126533,1
CP000730.1,2126764,1
CP000730.1,2134351,1
CP000730.1,2154034,1
CP000730.1,2164549,1
CP000730.1,2165722,1
CP000730.1,2169001,1
CP000730.1,2177875,1
CP000730.1,2178608,1
CP000730.1,2179632,1
CP000730.1,2180728,1
CP000730.1,2184239,1
CP000730.1,2193566,1
CP000730.1,2202505,1
CP000730.1,2202726,1
CP000730.1,2206802,1
CP000730.1,2209713,1
CP000730.1,2216026,1
CP000730.1,2221537,1
CP000730.1,2223692,1
CP000730.1,2224427,1
CP000730.1,2225009,1
CP000730.1,2228249,1
CP000730.1,2231672,1
CP000730.1,2236312,1
CP000730.1,2240507,1
CP000730.1,2242593,1
CP000730.1,2243608,1
CP000730.1,2245242,1
CP000730.1,2246053,1
CP000730.1,2249086,1
CP000730.1,2249637,1
CP000730.1,2249967,1
CP000730.1,2250095,1
CP000730.1,2250931,1
CP000730.1,2250951,1
CP000730.1,2251707,1
CP000730.1,2260746,1
CP000730.1,2264497,1
CP000730.1,2267448,1
CP000730.1,2274022,1
CP000730.1,2281990,1
CP000730.1,2291750,1
CP000730.1,2294186,1
CP000730.1,2294919,1
CP000730.1,2295942,1
CP000730.1,2297038,1
CP000730.1,2307679,1
CP000730.1,2307800,1
CP000730.1,2309314,1
CP000730.1,2310041,1
CP000730.1,2316051,1
CP000730.1,2316997,1
CP000730.1,2317857,1
CP000730.1,2317919,1
CP000730.1,2322311,1
CP000730.1,2324269,1
CP000730.1,2327486,1
CP000730.1,2330445,1
CP000730.1,2331966,1
CP000730.1,2335081,1
CP000730.1,2335095,1
CP000730.1,2338322,1
CP000730.1,2340866,1
CP000730.1,2344662,1
CP000730.1,2344997,1
CP000730.1,2348221,1
CP000730.1,2351426,1
CP000730.1,2357033,1
CP000730.1,2358722,1
CP000730.1,2365310,1
CP000730.1,2370061,1
CP000730.1,2370894,1
CP000730.1,2391684,1
CP000730.1,2397110,1
CP000730.1,2397996,1
CP000730.1,2412215,1
CP000730.1,2413021,1
CP000730.1,2416597,1
CP000730.1,2419232,1
CP000730.1,2422649,1
CP000730.1,2431895,1
CP000730.1,2431957,1
CP000730.1,2431966,1
CP000730.1,2450502,1
CP000730.1,2454256,1
CP000730.1,2454884,1
CP000730.1,2466799,1
CP000730.1,2466923,1
CP000730.1,2475166,1
CP000730.1,2475585,1
CP000730.1,2481370,1
CP000730.1,2484323,1
CP000730.1,2485075,1
CP000730.1,2497413,1
CP000730.1,2504105,1
CP000730.1,2507675,1
CP000730.1,2513313,1
CP000730.1,2523279,1
CP000730.1,2525509,1
CP000730.1,2544344,1
CP000730.1,2548166,1
CP000730.1,2551215,1
CP000730.1,2577824,1
CP000730.1,2590980,1
CP000730.1,2602603,1
CP000730.1,2610928,1
CP000730.1,2618782,1
CP000730.1,2622034,1
CP000730.1,2623758,1
CP000730.1,2635795,1
CP000730.1,2641589,1
CP000730.1,2667041,1
CP000730.1,2673437,1
CP000730.1,2673732,1
CP000730.1,2681355,1
CP000730.1,2683508,1
CP000730.1,2684348,1
CP000730.1,2687128,1
CP000730.1,2687158,1
CP000730.1,2690802,1
CP000730.1,2693077,1
CP000730.1,2693391,1
CP000730.1,2700367,1
CP000730.1,2707724,1
CP000730.1,2719511,1
CP000730.1,2720230,1
CP000730.1,2720723,1
CP000730.1,2725425,1
CP000730.1,2727124,1
CP000730.1,2730198,1
CP000730.1,2733036,1
CP000730.1,2743997,1
CP000730.1,2746538,1
CP000730.1,2766880,1
CP000730.1,2781491,1
CP000730.1,2781642,1
CP000730.1,2781749,1
CP000730.1,2783118,1
CP000730.1,2783336,1
CP000730.1,2784463,1
CP000730.1,2784471,1
CP000730.1,2788060,1
CP000730.1,2796982,1
CP000730.1,2797334,1
CP000730.1,2815833,1
CP000730.1,2816451,1
CP000730.1,2819932,1
CP000730.1,2824874,1
CP000730.1,2824929,1
CP000730.1,2827249,1
CP000730.1,2830106,1
CP000730.1,2830545,1
CP000730.1,2844175,1
CP000730.1,2847071,1
CP000730.1,2847214,1
CP000730.1,2847508,1
CP000730.1,2847670,1
CP000730.1,2849160,1
CP000730.1,2853423,1
CP000730.1,2854574,1
CP000730.1,2855161,1
CP000730.1,2855615,1
CP000730.1,2858383,1
CP000730.1,2859665,1
CP000730.1,2861453,1
CP000730.1,2863116,1
CP001544.1,2705,1
CP000731.1,885,1
CP000731.1,5966,1
CP000731.1,22386,1
CP000731.1,25905,1
CP000730.1,30,2
CP000730.1,444,2
CP000730.1,462,2
CP000730.1,513,2
CP000730.1,521,2
CP000730.1,646,2
CP000730.1,685,2
CP000730.1,699,2
CP000730.1,760,2
CP000730.1,1035,2
CP000730.1,1126,2
CP000730.1,1191,2
CP000730.1,1255,2
CP000730.1,1458,2
CP000730.1,1512,2
CP000730.1,1566,2
CP000730.1,1581,2
CP000730.1,1839,2
CP000730.1,1858,2
CP000730.1,2022,2
CP000730.1,2086,2
CP000730.1,2134,2
CP000730.1,2175,2
CP000730.1,2179,2
CP000730.1,2198,2
CP000730.1,2224,2
CP000730.1,2236,2
CP000730.1,2272,2
CP000730.1,2314,2
CP000730.1,2465,2
CP000730.1,2497,2
CP000730.1,2522,2
CP000730.1,2527,2
CP000730.1,2609,2
CP000730.1,2704,2
CP000730.1,2812,2
CP000730.1,2879,2
CP000730.1,2966,2
CP000730.1,2971,2
CP000730.1,3050,2
CP000730.1,3055,2
CP000730.1,3193,2
CP000730.1,3289,2
CP000730.1,3344,2
CP000730.1,3348,2
CP000730.1,3419,2
CP000730.1,3444,2
CP000730.1,3472,2
CP000730.1,3496,2
CP000730.1,3502,2
CP000730.1,3510,2
CP000730.1,3541,2
CP000730.1,3551,2
CP000730.1,3561,2
CP000730.1,3601,2
CP000730.1,3637,2
CP000730.1,3673,2
CP000730.1,3736,2
CP000730.1,3819,2
CP000730.1,3823,2
CP000730.1,3915,2
CP000730.1,3944,2
CP000730.1,4125,2
CP000730.1,4184,2
CP000730.1,4376,2
CP000730.1,4406,2
CP000730.1,4427,2
CP000730.1,4460,2
CP000730.1,4478,2
CP000730.1,4623,2
