chr,pos,enzyme
AE005672.3,3690,1
AE005672.3,4290,1
AE005672.3,6494,1
AE005672.3,9533,1
AE005672.3,10473,1
AE005672.3,12802,1
AE005672.3,16024,1
AE005672.3,22089,1
AE005672.3,23261,1
AE005672.3,26171,1
AE005672.3,27217,1
AE005672.3,30025,1
AE005672.3,55297,1
AE005672.3,65251,1
AE005672.3,65294,1
AE005672.3,65620,1
AE005672.3,66353,1
AE005672.3,68139,1
AE005672.3,70015,1
AE005672.3,70838,1
AE005672.3,78137,1
AE005672.3,84846,1
AE005672.3,86554,1
AE005672.3,91567,1
AE005672.3,96574,1
AE005672.3,104159,1
AE005672.3,109018,1
AE005672.3,124323,1
AE005672.3,128995,1
AE005672.3,132712,1
AE005672.3,134842,1
AE005672.3,153052,1
AE005672.3,161359,1
AE005672.3,163152,1
AE005672.3,177935,1
AE005672.3,186076,1
AE005672.3,186824,1
AE005672.3,190253,1
AE005672.3,191967,1
AE005672.3,193809,1
AE005672.3,194697,1
AE005672.3,195158,1
AE005672.3,199407,1
AE005672.3,201315,1
AE005672.3,202069,1
AE005672.3,208574,1
AE005672.3,220568,1
AE005672.3,222034,1
AE005672.3,224349,1
AE005672.3,228922,1
AE005672.3,229599,1
AE005672.3,235892,1
AE005672.3,236422,1
AE005672.3,238528,1
AE005672.3,240859,1
AE005672.3,249185,1
AE005672.3,249995,1
AE005672.3,251498,1
AE005672.3,252102,1
AE005672.3,254874,1
AE005672.3,256568,1
AE005672.3,262834,1
AE005672.3,279901,1
AE005672.3,283194,1
AE005672.3,285499,1
AE005672.3,286287,1
AE005672.3,287952,1
AE005672.3,290529,1
AE005672.3,298355,1
AE005672.3,299153,1
AE005672.3,301448,1
AE005672.3,311527,1
AE005672.3,312507,1
AE005672.3,316248,1
AE005672.3,318302,1
AE005672.3,333813,1
AE005672.3,334257,1
AE005672.3,337734,1
AE005672.3,339637,1
AE005672.3,339688,1
AE005672.3,345387,1
AE005672.3,347074,1
AE005672.3,364690,1
AE005672.3,370987,1
AE005672.3,371375,1
AE005672.3,372991,1
AE005672.3,374000,1
AE005672.3,378150,1
AE005672.3,379437,1
AE005672.3,380861,1
AE005672.3,383063,1
AE005672.3,404028,1
AE005672.3,406376,1
AE005672.3,411710,1
AE005672.3,416373,1
AE005672.3,417174,1
AE005672.3,418715,1
AE005672.3,428981,1
AE005672.3,430008,1
AE005672.3,433204,1
AE005672.3,434227,1
AE005672.3,435549,1
AE005672.3,436900,1
AE005672.3,448544,1
AE005672.3,449855,1
AE005672.3,454628,1
AE005672.3,455814,1
AE005672.3,458075,1
AE005672.3,458805,1
AE005672.3,464634,1
AE005672.3,465161,1
AE005672.3,466087,1
AE005672.3,468759,1
AE005672.3,469421,1
AE005672.3,473941,1
AE005672.3,484328,1
AE005672.3,487009,1
AE005672.3,491752,1
AE005672.3,493736,1
AE005672.3,495698,1
AE005672.3,496305,1
AE005672.3,498120,1
AE005672.3,498796,1
AE005672.3,501116,1
AE005672.3,508266,1
AE005672.3,516789,1
AE005672.3,529786,1
AE005672.3,533750,1
AE005672.3,539561,1
AE005672.3,542091,1
AE005672.3,544242,1
AE005672.3,547033,1
AE005672.3,547631,1
AE005672.3,549141,1
AE005672.3,549799,1
AE005672.3,554134,1
AE005672.3,559228,1
AE005672.3,568784,1
AE005672.3,570833,1
AE005672.3,577424,1
AE005672.3,609732,1
AE005672.3,611440,1
AE005672.3,618665,1
AE005672.3,637162,1
AE005672.3,639316,1
AE005672.3,644897,1
AE005672.3,651713,1
AE005672.3,652211,1
AE005672.3,656811,1
AE005672.3,659580,1
AE005672.3,659825,1
AE005672.3,664109,1
AE005672.3,667835,1
AE005672.3,670070,1
AE005672.3,679658,1
AE005672.3,683789,1
AE005672.3,688779,1
AE005672.3,690652,1
AE005672.3,692511,1
AE005672.3,694473,1
AE005672.3,694518,1
AE005672.3,702312,1
AE005672.3,703722,1
AE005672.3,706067,1
AE005672.3,716881,1
AE005672.3,724756,1
AE005672.3,725712,1
AE005672.3,742180,1
AE005672.3,755973,1
AE005672.3,763087,1
AE005672.3,767859,1
AE005672.3,778797,1
AE005672.3,782965,1
AE005672.3,785449,1
AE005672.3,792322,1
AE005672.3,797284,1
AE005672.3,798607,1
AE005672.3,800535,1
AE005672.3,801314,1
AE005672.3,802559,1
AE005672.3,810583,1
AE005672.3,814654,1
AE005672.3,819729,1
AE005672.3,821532,1
AE005672.3,829786,1
AE005672.3,830665,1
AE005672.3,836110,1
AE005672.3,838462,1
AE005672.3,841934,1
AE005672.3,843710,1
AE005672.3,859533,1
AE005672.3,862798,1
AE005672.3,867856,1
AE005672.3,868439,1
AE005672.3,870602,1
AE005672.3,872788,1
AE005672.3,885528,1
AE005672.3,898042,1
AE005672.3,906969,1
AE005672.3,921245,1
AE005672.3,923552,1
AE005672.3,928400,1
AE005672.3,930059,1
AE005672.3,936121,1
AE005672.3,938238,1
AE005672.3,939155,1
AE005672.3,941204,1
AE005672.3,942086,1
AE005672.3,945641,1
AE005672.3,946575,1
AE005672.3,947182,1
AE005672.3,950527,1
AE005672.3,953365,1
AE005672.3,957966,1
AE005672.3,958282,1
AE005672.3,960175,1
AE005672.3,967622,1
AE005672.3,968698,1
AE005672.3,970867,1
AE005672.3,977242,1
AE005672.3,978055,1
AE005672.3,982730,1
AE005672.3,985213,1
AE005672.3,988554,1
AE005672.3,989122,1
AE005672.3,995710,1
AE005672.3,996992,1
AE005672.3,1003772,1
AE005672.3,1003850,1
AE005672.3,1016609,1
AE005672.3,1017966,1
AE005672.3,1021482,1
AE005672.3,1026392,1
AE005672.3,1035228,1
AE005672.3,1039477,1
AE005672.3,1048421,1
AE005672.3,1053011,1
AE005672.3,1058399,1
AE005672.3,1062510,1
AE005672.3,1079786,1
AE005672.3,1080429,1
AE005672.3,1083622,1
AE005672.3,1085505,1
AE005672.3,1089956,1
AE005672.3,1091203,1
AE005672.3,1092010,1
AE005672.3,1092257,1
AE005672.3,1100679,1
AE005672.3,1102107,1
AE005672.3,1107195,1
AE005672.3,1109354,1
AE005672.3,1111437,1
AE005672.3,1114102,1
AE005672.3,1117423,1
AE005672.3,1124796,1
AE005672.3,1125651,1
AE005672.3,1128118,1
AE005672.3,1128894,1
AE005672.3,1134842,1
AE005672.3,1150651,1
AE005672.3,1151011,1
AE005672.3,1160295,1
AE005672.3,1168162,1
AE005672.3,1172928,1
AE005672.3,1173226,1
AE005672.3,1183308,1
AE005672.3,1183888,1
AE005672.3,1189007,1
AE005672.3,1194027,1
AE005672.3,1198707,1
AE005672.3,1199262,1
AE005672.3,1202018,1
AE005672.3,1203405,1
AE005672.3,1204398,1
AE005672.3,1204573,1
AE005672.3,1204789,1
AE005672.3,1208305,1
AE005672.3,1212691,1
AE005672.3,1214657,1
AE005672.3,1220565,1
AE005672.3,1226039,1
AE005672.3,1229571,1
AE005672.3,1231425,1
AE005672.3,1232670,1
AE005672.3,1234064,1
AE005672.3,1236928,1
AE005672.3,1238924,1
AE005672.3,1244030,1
AE005672.3,1244478,1
AE005672.3,1257986,1
AE005672.3,1260667,1
AE005672.3,1266163,1
AE005672.3,1266670,1
AE005672.3,1267477,1
AE005672.3,1268373,1
AE005672.3,1269964,1
AE005672.3,1272206,1
AE005672.3,1273785,1
AE005672.3,1278611,1
AE005672.3,1283132,1
AE005672.3,1295231,1
AE005672.3,1297712,1
AE005672.3,1305059,1
AE005672.3,1307157,1
AE005672.3,1310786,1
AE005672.3,1311108,1
AE005672.3,1313976,1
AE005672.3,1323010,1
AE005672.3,1324007,1
AE005672.3,1333516,1
AE005672.3,1336180,1
AE005672.3,1337280,1
AE005672.3,1338395,1
AE005672.3,1339903,1
AE005672.3,1352336,1
AE005672.3,1356589,1
AE005672.3,1358805,1
AE005672.3,1360048,1
AE005672.3,1361578,1
AE005672.3,1363468,1
AE005672.3,1366043,1
AE005672.3,1367927,1
AE005672.3,1370273,1
AE005672.3,1375629,1
AE005672.3,1381018,1
AE005672.3,1381236,1
AE005672.3,1381772,1
AE005672.3,1384109,1
AE005672.3,1384602,1
AE005672.3,1385226,1
AE005672.3,1387628,1
AE005672.3,1388294,1
AE005672.3,1395349,1
AE005672.3,1397252,1
AE005672.3,1401223,1
AE005672.3,1407183,1
AE005672.3,1411302,1
AE005672.3,1422735,1
AE005672.3,1426325,1
AE005672.3,1431493,1
AE005672.3,1438952,1
AE005672.3,1442239,1
AE005672.3,1445134,1
AE005672.3,1447227,1
AE005672.3,1448224,1
AE005672.3,1449754,1
AE005672.3,1449935,1
AE005672.3,1452184,1
AE005672.3,1456698,1
AE005672.3,1466514,1
AE005672.3,1470565,1
AE005672.3,1473251,1
AE005672.3,1475076,1
AE005672.3,1478700,1
AE005672.3,1479506,1
AE005672.3,1480938,1
AE005672.3,1484773,1
AE005672.3,1485881,1
AE005672.3,1486806,1
AE005672.3,1490532,1
AE005672.3,1497523,1
AE005672.3,1498253,1
AE005672.3,1499657,1
AE005672.3,1501592,1
AE005672.3,1503693,1
AE005672.3,1504269,1
AE005672.3,1514169,1
AE005672.3,1518831,1
AE005672.3,1521724,1
AE005672.3,1523443,1
AE005672.3,1525692,1
AE005672.3,1526360,1
AE005672.3,1527602,1
AE005672.3,1530591,1
AE005672.3,1531746,1
AE005672.3,1533721,1
AE005672.3,1535961,1
AE005672.3,1539125,1
AE005672.3,1543001,1
AE005672.3,1547297,1
AE005672.3,1549963,1
AE005672.3,1556014,1
AE005672.3,1557274,1
AE005672.3,1559934,1
AE005672.3,1561995,1
AE005672.3,1563775,1
AE005672.3,1568364,1
AE005672.3,1589451,1
AE005672.3,1594185,1
AE005672.3,1595284,1
AE005672.3,1597562,1
AE005672.3,1599846,1
AE005672.3,1606409,1
AE005672.3,1607015,1
AE005672.3,1607999,1
AE005672.3,1609415,1
AE005672.3,1610480,1
AE005672.3,1611218,1
AE005672.3,1615857,1
AE005672.3,1619556,1
AE005672.3,1622354,1
AE005672.3,1627156,1
AE005672.3,1634088,1
AE005672.3,1641739,1
AE005672.3,1644572,1
AE005672.3,1647494,1
AE005672.3,1647778,1
AE005672.3,1651735,1
AE005672.3,1653124,1
AE005672.3,1654672,1
AE005672.3,1655374,1
AE005672.3,1664191,1
AE005672.3,1668757,1
AE005672.3,1669299,1
AE005672.3,1671783,1
AE005672.3,1671884,1
AE005672.3,1676302,1
AE005672.3,1677985,1
AE005672.3,1693592,1
AE005672.3,1697583,1
AE005672.3,1701638,1
AE005672.3,1708209,1
AE005672.3,1710718,1
AE005672.3,1714815,1
AE005672.3,1715283,1
AE005672.3,1715895,1
AE005672.3,1717877,1
AE005672.3,1718987,1
AE005672.3,1719130,1
AE005672.3,1720098,1
AE005672.3,1728245,1
AE005672.3,1732166,1
AE005672.3,1732547,1
AE005672.3,1735216,1
AE005672.3,1738641,1
AE005672.3,1739424,1
AE005672.3,1742329,1
AE005672.3,1744332,1
AE005672.3,1746870,1
AE005672.3,1749028,1
AE005672.3,1761728,1
AE005672.3,1764363,1
AE005672.3,1775772,1
AE005672.3,1776613,1
AE005672.3,1782965,1
AE005672.3,1783256,1
AE005672.3,1787191,1
AE005672.3,1789912,1
AE005672.3,1791573,1
AE005672.3,1794268,1
AE005672.3,1796138,1
AE005672.3,1796990,1
AE005672.3,1797830,1
AE005672.3,1797921,1
AE005672.3,1802826,1
AE005672.3,1814375,1
AE005672.3,1818362,1
AE005672.3,1819170,1
AE005672.3,1824461,1
AE005672.3,1826258,1
AE005672.3,1828210,1
AE005672.3,1830439,1
AE005672.3,1832787,1
AE005672.3,1836438,1
AE005672.3,1840440,1
AE005672.3,1859529,1
AE005672.3,1862339,1
AE005672.3,1868571,1
AE005672.3,1872284,1
AE005672.3,1873684,1
AE005672.3,1877181,1
AE005672.3,1881035,1
AE005672.3,1884775,1
AE005672.3,1896636,1
AE005672.3,1901455,1
AE005672.3,1913032,1
AE005672.3,1917148,1
AE005672.3,1928982,1
AE005672.3,1929759,1
AE005672.3,1930548,1
AE005672.3,1943446,1
AE005672.3,1949707,1
AE005672.3,1950167,1
AE005672.3,1950869,1
AE005672.3,1952097,1
AE005672.3,1955398,1
AE005672.3,1956670,1
AE005672.3,1959661,1
AE005672.3,1965065,1
AE005672.3,1965228,1
AE005672.3,1975048,1
AE005672.3,1976274,1
AE005672.3,1976313,1
AE005672.3,1977178,1
AE005672.3,1979649,1
AE005672.3,1981351,1
AE005672.3,1981570,1
AE005672.3,1981654,1
AE005672.3,1983472,1
AE005672.3,2014587,1
AE005672.3,2015260,1
AE005672.3,2016692,1
AE005672.3,2017679,1
AE005672.3,2022441,1
AE005672.3,2032040,1
AE005672.3,2040306,1
AE005672.3,2047148,1
AE005672.3,2053418,1
AE005672.3,2063748,1
AE005672.3,2063790,1
AE005672.3,2072419,1
AE005672.3,2074181,1
AE005672.3,2089678,1
AE005672.3,2092729,1
AE005672.3,2096686,1
AE005672.3,2099558,1
AE005672.3,2100235,1
AE005672.3,2109074,1
AE005672.3,2109659,1
AE005672.3,2115725,1
AE005672.3,2125548,1
AE005672.3,2137036,1
AE005672.3,2139789,1
AE005672.3,2140844,1
AE005672.3,2150398,1
AE005672.3,2156603,1
AE005672.3,2157116,1
AE005672.3,43,2
AE005672.3,163,2
AE005672.3,171,2
AE005672.3,481,2
AE005672.3,538,2
AE005672.3,688,2
AE005672.3,737,2
AE005672.3,764,2
AE005672.3,809,2
AE005672.3,841,2
AE005672.3,908,2
AE005672.3,1180,2
AE005672.3,1602,2
AE005672.3,1634,2
AE005672.3,1732,2
AE005672.3,1758,2
AE005672.3,1848,2
AE005672.3,1917,2
AE005672.3,2002,2
AE005672.3,2031,2
AE005672.3,2118,2
AE005672.3,2152,2
AE005672.3,2199,2
AE005672.3,2238,2
AE005672.3,2494,2
AE005672.3,2512,2
AE005672.3,2596,2
AE005672.3,2728,2
AE005672.3,2736,2
AE005672.3,2849,2
AE005672.3,3250,2
AE005672.3,3589,2
AE005672.3,3712,2
AE005672.3,4300,2
AE005672.3,4314,2
AE005672.3,4562,2
AE005672.3,4612,2
AE005672.3,4690,2
AE005672.3,4763,2
AE005672.3,4772,2
AE005672.3,4991,2
AE005672.3,5011,2
AE005672.3,5416,2
AE005672.3,6215,2
AE005672.3,6265,2
AE005672.3,6352,2
AE005672.3,6397,2
AE005672.3,6619,2
AE005672.3,6635,2
AE005672.3,6656,2
AE005672.3,6688,2
AE005672.3,6914,2
AE005672.3,6992,2
AE005672.3,7019,2
AE005672.3,7681,2
AE005672.3,7784,2
AE005672.3,7814,2
AE005672.3,8288,2
AE005672.3,8311,2
AE005672.3,8341,2
AE005672.3,8536,2
AE005672.3,8606,2
AE005672.3,8645,2
AE005672.3,8925,2
AE005672.3,9277,2
AE005672.3,9409,2
AE005672.3,9520,2
AE005672.3,9545,2
AE005672.3,9647,2
AE005672.3,9673,2
AE005672.3,9875,2
AE005672.3,10108,2
AE005672.3,10117,2
AE005672.3,10376,2
AE005672.3,10412,2
AE005672.3,10548,2
AE005672.3,10636,2
AE005672.3,10737,2
AE005672.3,10960,2
AE005672.3,11212,2
AE005672.3,11343,2
AE005672.3,11374,2
AE005672.3,11535,2
AE005672.3,11608,2
AE005672.3,11827,2
AE005672.3,11889,2
AE005672.3,11934,2
AE005672.3,12055,2
AE005672.3,12154,2
AE005672.3,12178,2
AE005672.3,12366,2
AE005672.3,12390,2
AE005672.3,12394,2
AE005672.3,12540,2
AE005672.3,12742,2
AE005672.3,12772,2
AE005672.3,12913,2
AE005672.3,12984,2
AE005672.3,13444,2
AE005672.3,13878,2
AE005672.3,13912,2
AE005672.3,14115,2
AE005672.3,14175,2
AE005672.3,14224,2
AE005672.3,14453,2
AE005672.3,14611,2
AE005672.3,14842,2
AE005672.3,14878,2
AE005672.3,14900,2
AE005672.3,15040,2
AE005672.3,15131,2
AE005672.3,15141,2
AE005672.3,15348,2
AE005672.3,15550,2
AE005672.3,15956,2
AE005672.3,15970,2
AE005672.3,15997,2
AE005672.3,16221,2
AE005672.3,16307,2
AE005672.3,16441,2
AE005672.3,16635,2
AE005672.3,17105,2
AE005672.3,17143,2
AE005672.3,17148,2
AE005672.3,17298,2
AE005672.3,17511,2
AE005672.3,17715,2
AE005672.3,17775,2
AE005672.3,18191,2
AE005672.3,18667,2
AE005672.3,18754,2
AE005672.3,18832,2
AE005672.3,18883,2
AE005672.3,18993,2
AE005672.3,19704,2
AE005672.3,20075,2
AE005672.3,20119,2
AE005672.3,20171,2
AE005672.3,20236,2
AE005672.3,20275,2
AE005672.3,20322,2
AE005672.3,20535,2
AE005672.3,20614,2
AE005672.3,20779,2
AE005672.3,20788,2
AE005672.3,20796,2
AE005672.3,20871,2
AE005672.3,20883,2
AE005672.3,20955,2
AE005672.3,21036,2
AE005672.3,21500,2
AE005672.3,21559,2
AE005672.3,21962,2
AE005672.3,22067,2
AE005672.3,22181,2
AE005672.3,22203,2
AE005672.3,22283,2
AE005672.3,22467,2
AE005672.3,22475,2
AE005672.3,22685,2
AE005672.3,22979,2
AE005672.3,23216,2
AE005672.3,24125,2
AE005672.3,24136,2
AE005672.3,24794,2
AE005672.3,25062,2
AE005672.3,25123,2
AE005672.3,25200,2
AE005672.3,25204,2
AE005672.3,25350,2
AE005672.3,25645,2
AE005672.3,26070,2
AE005672.3,26334,2
AE005672.3,26928,2
AE005672.3,27021,2
AE005672.3,27324,2
AE005672.3,27440,2
AE005672.3,27453,2
AE005672.3,28216,2
AE005672.3,28315,2
AE005672.3,28367,2
AE005672.3,28589,2
AE005672.3,28876,2
AE005672.3,29669,2
AE005672.3,29826,2
AE005672.3,29914,2
