chr,pos,enzyme
CP053098.1,738,1
CP053098.1,1156,1
CP053098.1,5895,1
CP053098.1,18878,1
CP053098.1,24244,1
CP053098.1,28838,1
CP053098.1,51724,1
CP053098.1,63742,1
CP053098.1,71033,1
CP053098.1,75222,1
CP053098.1,80792,1
CP053098.1,97183,1
CP053098.1,107880,1
CP053098.1,108139,1
CP053098.1,110989,1
CP053098.1,112028,1
CP053098.1,118436,1
CP053098.1,128754,1
CP053098.1,128875,1
CP053098.1,140767,1
CP053098.1,141051,1
CP053098.1,143330,1
CP053098.1,145290,1
CP053098.1,146220,1
CP053098.1,146396,1
CP053098.1,149161,1
CP053098.1,151975,1
CP053098.1,152371,1
CP053098.1,161973,1
CP053098.1,172481,1
CP053098.1,175499,1
CP053098.1,181874,1
CP053098.1,186084,1
CP053098.1,188324,1
CP053098.1,190140,1
CP053098.1,195738,1
CP053098.1,200436,1
CP053098.1,202536,1
CP053098.1,202712,1
CP053098.1,205769,1
CP053098.1,208030,1
CP053098.1,214270,1
CP053098.1,215161,1
CP053098.1,216023,1
CP053098.1,216220,1
CP053098.1,219176,1
CP053098.1,219246,1
CP053098.1,224186,1
CP053098.1,225926,1
CP053098.1,233303,1
CP053098.1,234254,1
CP053098.1,234333,1
CP053098.1,253179,1
CP053098.1,255610,1
CP053098.1,255986,1
CP053098.1,257514,1
CP053098.1,258626,1
CP053098.1,269541,1
CP053098.1,279220,1
CP053098.1,281766,1
CP053098.1,291648,1
CP053098.1,293998,1
CP053098.1,294077,1
CP053098.1,300674,1
CP053098.1,301287,1
CP053098.1,301574,1
CP053098.1,304423,1
CP053098.1,308909,1
CP053098.1,310950,1
CP053098.1,312998,1
CP053098.1,313382,1
CP053098.1,313409,1
CP053098.1,314951,1
CP053098.1,329257,1
CP053098.1,333594,1
CP053098.1,340712,1
CP053098.1,340934,1
CP053098.1,365790,1
CP053098.1,374301,1
CP053098.1,377217,1
CP053098.1,377434,1
CP053098.1,382001,1
CP053098.1,399177,1
CP053098.1,401177,1
CP053098.1,403055,1
CP053098.1,408864,1
CP053098.1,409107,1
CP053098.1,427098,1
CP053098.1,431606,1
CP053098.1,444721,1
CP053098.1,445251,1
CP053098.1,450401,1
