chr,pos,enzyme
CP000143.2,614,1
CP000143.2,9456,1
CP000143.2,24439,1
CP000143.2,25243,1
CP000143.2,26824,1
CP000143.2,48929,1
CP000143.2,57746,1
CP000143.2,60344,1
CP000143.2,65351,1
CP000143.2,66709,1
CP000143.2,71737,1
CP000143.2,75962,1
CP000143.2,90840,1
CP000143.2,91674,1
CP000143.2,106393,1
CP000143.2,115657,1
CP000143.2,118512,1
CP000143.2,121912,1
CP000143.2,126102,1
CP000143.2,135569,1
CP000143.2,139431,1
CP000143.2,144326,1
CP000143.2,146302,1
CP000143.2,148079,1
CP000143.2,148520,1
CP000143.2,151596,1
CP000143.2,155198,1
CP000143.2,158978,1
CP000143.2,161249,1
CP000143.2,163932,1
CP000143.2,170864,1
CP000143.2,171982,1
CP000143.2,172712,1
CP000143.2,176447,1
CP000143.2,177892,1
CP000143.2,179738,1
CP000143.2,189591,1
CP000143.2,190630,1
CP000143.2,207794,1
CP000143.2,211325,1
CP000143.2,221691,1
CP000143.2,225583,1
CP000143.2,225745,1
CP000143.2,256240,1
CP000143.2,257954,1
CP000143.2,283123,1
CP000143.2,285951,1
CP000143.2,290903,1
CP000143.2,291145,1
CP000143.2,292194,1
CP000143.2,294201,1
CP000143.2,303284,1
CP000143.2,308302,1
CP000143.2,314217,1
CP000143.2,316188,1
CP000143.2,322175,1
CP000143.2,332868,1
CP000143.2,347260,1
CP000143.2,349769,1
CP000143.2,354696,1
CP000143.2,356482,1
CP000143.2,372935,1
CP000143.2,391388,1
CP000143.2,391844,1
CP000143.2,396884,1
CP000143.2,401135,1
CP000143.2,411941,1
CP000143.2,412505,1
CP000143.2,430451,1
CP000143.2,437350,1
CP000143.2,437746,1
CP000143.2,440958,1
CP000143.2,444341,1
CP000143.2,445219,1
CP000143.2,456873,1
CP000143.2,465580,1
CP000143.2,484179,1
CP000143.2,488976,1
CP000143.2,505176,1
CP000143.2,512143,1
CP000143.2,512182,1
CP000143.2,515145,1
CP000143.2,537273,1
CP000143.2,538700,1
CP000143.2,556868,1
CP000143.2,562539,1
CP000143.2,565897,1
CP000143.2,567555,1
CP000143.2,567654,1
CP000143.2,571206,1
CP000143.2,577120,1
CP000143.2,584654,1
CP000143.2,584987,1
CP000143.2,599528,1
CP000143.2,618340,1
CP000143.2,628779,1
CP000143.2,637858,1
CP000143.2,638036,1
CP000143.2,668900,1
CP000143.2,670544,1
CP000143.2,677687,1
CP000143.2,677931,1
CP000143.2,680389,1
CP000143.2,685940,1
CP000143.2,696052,1
CP000143.2,697818,1
CP000143.2,707106,1
CP000143.2,712796,1
CP000143.2,717323,1
CP000143.2,722555,1
CP000143.2,725703,1
