chr,pos,enzyme
AE002098.2,490,1
AE002098.2,1466,1
AE002098.2,2472,1
AE002098.2,10065,1
AE002098.2,15658,1
AE002098.2,35720,1
AE002098.2,36064,1
AE002098.2,57406,1
AE002098.2,61644,1
AE002098.2,64808,1
AE002098.2,75326,1
AE002098.2,77947,1
AE002098.2,80234,1
AE002098.2,84231,1
AE002098.2,96823,1
AE002098.2,102802,1
AE002098.2,130310,1
AE002098.2,133767,1
AE002098.2,138629,1
AE002098.2,148625,1
AE002098.2,148823,1
AE002098.2,154420,1
AE002098.2,157602,1
AE002098.2,164903,1
AE002098.2,175932,1
AE002098.2,176474,1
AE002098.2,203004,1
AE002098.2,203817,1
AE002098.2,206125,1
AE002098.2,215129,1
AE002098.2,218167,1
AE002098.2,222052,1
AE002098.2,224979,1
AE002098.2,240202,1
AE002098.2,240922,1
AE002098.2,242917,1
AE002098.2,243206,1
AE002098.2,244059,1
AE002098.2,246257,1
AE002098.2,270988,1
AE002098.2,274739,1
AE002098.2,292027,1
AE002098.2,294526,1
AE002098.2,308394,1
AE002098.2,311558,1
AE002098.2,328311,1
AE002098.2,334764,1
AE002098.2,338227,1
AE002098.2,367264,1
AE002098.2,373954,1
AE002098.2,380603,1
AE002098.2,398582,1
AE002098.2,398875,1
AE002098.2,400453,1
AE002098.2,403280,1
AE002098.2,411847,1
AE002098.2,412214,1
AE002098.2,415743,1
AE002098.2,417443,1
AE002098.2,431020,1
AE002098.2,444390,1
AE002098.2,450870,1
AE002098.2,465089,1
AE002098.2,486651,1
AE002098.2,486726,1
AE002098.2,499882,1
AE002098.2,500336,1
AE002098.2,500897,1
AE002098.2,504229,1
AE002098.2,519499,1
AE002098.2,524781,1
AE002098.2,537734,1
AE002098.2,564959,1
AE002098.2,575856,1
AE002098.2,586384,1
AE002098.2,597310,1
AE002098.2,598775,1
AE002098.2,601587,1
AE002098.2,618565,1
AE002098.2,620123,1
AE002098.2,621534,1
AE002098.2,623455,1
AE002098.2,627341,1
AE002098.2,634353,1
AE002098.2,636587,1
AE002098.2,637350,1
AE002098.2,647868,1
AE002098.2,652547,1
AE002098.2,654215,1
AE002098.2,660101,1
AE002098.2,681313,1
AE002098.2,681803,1
AE002098.2,691604,1
AE002098.2,699407,1
AE002098.2,700487,1
AE002098.2,703270,1
AE002098.2,720413,1
AE002098.2,738356,1
AE002098.2,744129,1
AE002098.2,752107,1
AE002098.2,785244,1
AE002098.2,792526,1
AE002098.2,796740,1
AE002098.2,807252,1
AE002098.2,807426,1
AE002098.2,814775,1
AE002098.2,823469,1
AE002098.2,833478,1
AE002098.2,834747,1
AE002098.2,841097,1
AE002098.2,851453,1
AE002098.2,861904,1
AE002098.2,875693,1
AE002098.2,877387,1
AE002098.2,884614,1
AE002098.2,887254,1
AE002098.2,902691,1
AE002098.2,932531,1
AE002098.2,936385,1
AE002098.2,952080,1
AE002098.2,952365,1
AE002098.2,957653,1
AE002098.2,957671,1
AE002098.2,957800,1
AE002098.2,959324,1
AE002098.2,963930,1
AE002098.2,965915,1
AE002098.2,973458,1
AE002098.2,973887,1
AE002098.2,988994,1
AE002098.2,1009766,1
AE002098.2,1011201,1
AE002098.2,1025459,1
AE002098.2,1031082,1
AE002098.2,1031433,1
AE002098.2,1036638,1
AE002098.2,1036740,1
AE002098.2,1043973,1
AE002098.2,1060799,1
AE002098.2,1087636,1
AE002098.2,1087765,1
AE002098.2,1093036,1
AE002098.2,1097562,1
AE002098.2,1101197,1
AE002098.2,1109225,1
AE002098.2,1109474,1
AE002098.2,1122079,1
AE002098.2,1136977,1
AE002098.2,1151919,1
AE002098.2,1156960,1
AE002098.2,1169013,1
AE002098.2,1183955,1
AE002098.2,1188996,1
AE002098.2,1212519,1
AE002098.2,1220817,1
AE002098.2,1237292,1
AE002098.2,1255589,1
AE002098.2,1289557,1
AE002098.2,1304741,1
AE002098.2,1315564,1
AE002098.2,1318706,1
AE002098.2,1319009,1
AE002098.2,1332743,1
AE002098.2,1363057,1
AE002098.2,1363162,1
AE002098.2,1375836,1
AE002098.2,1409643,1
AE002098.2,1411054,1
AE002098.2,1415785,1
AE002098.2,1437622,1
AE002098.2,1438265,1
AE002098.2,1439813,1
