chr,pos,enzyme
CP000139.1,720,1
CP000139.1,8180,1
CP000139.1,15881,1
CP000139.1,18730,1
CP000139.1,20489,1
CP000139.1,21251,1
CP000139.1,22598,1
CP000139.1,23890,1
CP000139.1,29605,1
CP000139.1,32601,1
CP000139.1,43145,1
CP000139.1,43861,1
CP000139.1,47026,1
CP000139.1,56370,1
CP000139.1,67539,1
CP000139.1,67880,1
CP000139.1,68175,1
CP000139.1,77269,1
CP000139.1,78281,1
CP000139.1,80245,1
CP000139.1,82381,1
CP000139.1,87631,1
CP000139.1,91615,1
CP000139.1,99762,1
CP000139.1,104364,1
CP000139.1,104812,1
CP000139.1,106395,1
CP000139.1,111653,1
CP000139.1,115959,1
CP000139.1,116933,1
CP000139.1,119582,1
CP000139.1,119885,1
CP000139.1,120950,1
CP000139.1,121717,1
CP000139.1,122380,1
CP000139.1,124103,1
CP000139.1,125106,1
CP000139.1,133396,1
CP000139.1,138420,1
CP000139.1,138531,1
CP000139.1,141729,1
CP000139.1,142424,1
CP000139.1,148070,1
CP000139.1,151237,1
CP000139.1,156983,1
CP000139.1,165372,1
CP000139.1,169542,1
CP000139.1,171872,1
CP000139.1,174975,1
CP000139.1,177257,1
CP000139.1,179055,1
CP000139.1,179392,1
CP000139.1,181420,1
CP000139.1,183975,1
CP000139.1,185873,1
CP000139.1,186809,1
CP000139.1,189250,1
CP000139.1,197771,1
CP000139.1,199724,1
CP000139.1,201726,1
CP000139.1,203139,1
CP000139.1,203266,1
CP000139.1,209446,1
CP000139.1,210941,1
CP000139.1,218597,1
CP000139.1,223222,1
CP000139.1,225118,1
CP000139.1,227786,1
CP000139.1,232470,1
CP000139.1,235833,1
CP000139.1,238782,1
CP000139.1,247394,1
CP000139.1,251812,1
CP000139.1,252722,1
CP000139.1,255732,1
CP000139.1,261461,1
CP000139.1,262250,1
CP000139.1,264121,1
CP000139.1,268560,1
CP000139.1,273799,1
CP000139.1,277519,1
CP000139.1,282784,1
CP000139.1,288282,1
CP000139.1,288889,1
CP000139.1,289159,1
CP000139.1,291942,1
CP000139.1,292464,1
CP000139.1,297662,1
CP000139.1,301958,1
CP000139.1,311600,1
CP000139.1,312807,1
CP000139.1,312996,1
CP000139.1,319469,1
CP000139.1,321246,1
CP000139.1,321810,1
CP000139.1,322716,1
CP000139.1,322761,1
CP000139.1,323049,1
CP000139.1,325055,1
CP000139.1,331564,1
CP000139.1,336461,1
CP000139.1,339766,1
CP000139.1,341732,1
CP000139.1,342627,1
CP000139.1,345855,1
CP000139.1,347569,1
CP000139.1,349029,1
CP000139.1,357768,1
CP000139.1,358182,1
CP000139.1,358908,1
CP000139.1,359229,1
CP000139.1,363088,1
CP000139.1,365118,1
CP000139.1,366864,1
CP000139.1,370513,1
CP000139.1,372075,1
CP000139.1,372108,1
CP000139.1,373790,1
CP000139.1,376429,1
CP000139.1,378639,1
CP000139.1,379171,1
CP000139.1,383501,1
CP000139.1,383981,1
CP000139.1,384240,1
CP000139.1,395588,1
CP000139.1,402751,1
CP000139.1,404361,1
CP000139.1,409031,1
CP000139.1,409123,1
CP000139.1,413462,1
CP000139.1,428266,1
CP000139.1,432957,1
CP000139.1,437653,1
CP000139.1,438997,1
CP000139.1,440280,1
CP000139.1,444291,1
CP000139.1,445373,1
CP000139.1,446619,1
CP000139.1,448058,1
CP000139.1,449736,1
CP000139.1,451185,1
CP000139.1,456126,1
CP000139.1,456572,1
CP000139.1,461715,1
CP000139.1,462093,1
CP000139.1,462977,1
CP000139.1,466489,1
CP000139.1,468732,1
CP000139.1,468790,1
CP000139.1,471231,1
CP000139.1,473164,1
CP000139.1,474779,1
CP000139.1,474923,1
CP000139.1,479211,1
CP000139.1,482000,1
CP000139.1,482920,1
CP000139.1,490553,1
CP000139.1,491175,1
CP000139.1,492354,1
CP000139.1,495591,1
CP000139.1,497495,1
CP000139.1,505037,1
CP000139.1,505726,1
CP000139.1,506422,1
CP000139.1,510193,1
CP000139.1,517516,1
CP000139.1,518996,1
CP000139.1,521168,1
CP000139.1,534065,1
CP000139.1,538751,1
CP000139.1,538775,1
CP000139.1,539427,1
CP000139.1,540052,1
CP000139.1,540106,1
CP000139.1,542166,1
CP000139.1,542589,1
CP000139.1,545003,1
