chr,pos,enzyme
CP002621.1,4656,1
CP002621.1,4924,1
CP002621.1,6015,1
CP002621.1,8239,1
CP002621.1,8420,1
CP002621.1,9922,1
CP002621.1,10745,1
CP002621.1,17783,1
CP002621.1,27045,1
CP002621.1,38363,1
CP002621.1,44554,1
CP002621.1,47315,1
CP002621.1,48826,1
CP002621.1,54073,1
CP002621.1,56361,1
CP002621.1,62266,1
CP002621.1,83014,1
CP002621.1,87060,1
CP002621.1,90050,1
CP002621.1,93463,1
CP002621.1,95464,1
CP002621.1,100749,1
CP002621.1,105249,1
CP002621.1,111797,1
CP002621.1,117150,1
CP002621.1,118282,1
CP002621.1,123269,1
CP002621.1,124775,1
CP002621.1,129075,1
CP002621.1,130241,1
CP002621.1,130637,1
CP002621.1,132095,1
CP002621.1,134272,1
CP002621.1,135596,1
CP002621.1,136592,1
CP002621.1,143610,1
CP002621.1,154264,1
CP002621.1,158453,1
CP002621.1,158651,1
CP002621.1,164037,1
CP002621.1,164860,1
CP002621.1,167076,1
CP002621.1,167681,1
CP002621.1,174668,1
CP002621.1,176494,1
CP002621.1,196660,1
CP002621.1,203891,1
CP002621.1,207563,1
CP002621.1,214112,1
CP002621.1,216834,1
CP002621.1,240134,1
CP002621.1,247911,1
CP002621.1,248355,1
CP002621.1,257784,1
CP002621.1,259158,1
CP002621.1,265812,1
CP002621.1,266072,1
CP002621.1,266544,1
CP002621.1,266871,1
CP002621.1,271405,1
CP002621.1,273601,1
CP002621.1,277033,1
CP002621.1,279929,1
CP002621.1,284089,1
CP002621.1,311324,1
CP002621.1,315708,1
CP002621.1,327045,1
CP002621.1,327371,1
CP002621.1,355655,1
CP002621.1,359912,1
CP002621.1,370435,1
CP002621.1,378107,1
CP002621.1,379114,1
CP002621.1,379369,1
CP002621.1,381809,1
CP002621.1,385545,1
CP002621.1,389506,1
CP002621.1,390150,1
CP002621.1,398572,1
CP002621.1,410967,1
CP002621.1,411860,1
CP002621.1,413003,1
CP002621.1,417889,1
CP002621.1,418441,1
CP002621.1,426592,1
CP002621.1,428686,1
CP002621.1,433942,1
CP002621.1,433993,1
CP002621.1,437448,1
CP002621.1,441355,1
CP002621.1,443057,1
CP002621.1,445553,1
CP002621.1,449980,1
CP002621.1,458919,1
CP002621.1,458949,1
CP002621.1,461530,1
CP002621.1,462656,1
CP002621.1,469034,1
CP002621.1,469916,1
CP002621.1,471329,1
CP002621.1,473429,1
CP002621.1,474160,1
CP002621.1,504395,1
CP002621.1,508296,1
CP002621.1,514475,1
CP002621.1,516434,1
CP002621.1,518010,1
CP002621.1,519108,1
CP002621.1,522021,1
CP002621.1,525392,1
CP002621.1,527055,1
CP002621.1,528519,1
CP002621.1,528534,1
CP002621.1,532195,1
CP002621.1,534606,1
CP002621.1,536335,1
CP002621.1,547501,1
CP002621.1,547961,1
CP002621.1,556413,1
CP002621.1,575266,1
CP002621.1,576472,1
CP002621.1,583268,1
CP002621.1,595871,1
CP002621.1,609365,1
CP002621.1,615321,1
CP002621.1,621202,1
CP002621.1,627356,1
CP002621.1,628982,1
CP002621.1,634261,1
CP002621.1,634292,1
CP002621.1,641519,1
CP002621.1,649488,1
CP002621.1,655546,1
CP002621.1,661949,1
CP002621.1,668142,1
CP002621.1,675230,1
CP002621.1,675541,1
CP002621.1,680738,1
CP002621.1,692248,1
CP002621.1,692850,1
CP002621.1,704948,1
CP002621.1,713786,1
CP002621.1,717241,1
CP002621.1,721174,1
CP002621.1,725157,1
CP002621.1,727689,1
CP002621.1,740346,1
CP002621.1,748885,1
CP002621.1,750365,1
CP002621.1,752489,1
CP002621.1,754783,1
CP002621.1,756042,1
CP002621.1,763326,1
CP002621.1,775344,1
CP002621.1,779243,1
CP002621.1,796353,1
CP002621.1,802141,1
CP002621.1,806988,1
CP002621.1,808587,1
CP002621.1,810679,1
CP002621.1,810772,1
CP002621.1,819604,1
CP002621.1,821739,1
CP002621.1,827237,1
CP002621.1,833093,1
CP002621.1,836614,1
CP002621.1,837263,1
CP002621.1,843203,1
CP002621.1,845604,1
CP002621.1,848637,1
CP002621.1,849691,1
CP002621.1,864745,1
CP002621.1,864967,1
CP002621.1,865816,1
CP002621.1,866149,1
CP002621.1,867318,1
CP002621.1,872448,1
CP002621.1,873813,1
CP002621.1,877014,1
CP002621.1,883762,1
CP002621.1,888261,1
CP002621.1,894948,1
CP002621.1,896733,1
CP002621.1,910375,1
CP002621.1,914391,1
CP002621.1,925843,1
CP002621.1,928256,1
CP002621.1,953072,1
CP002621.1,955285,1
CP002621.1,957905,1
CP002621.1,963125,1
CP002621.1,963136,1
CP002621.1,974378,1
CP002621.1,976623,1
CP002621.1,986955,1
CP002621.1,987053,1
CP002621.1,987734,1
CP002621.1,990363,1
CP002621.1,1007977,1
CP002621.1,1009682,1
CP002621.1,1015514,1
CP002621.1,1015551,1
CP002621.1,1016743,1
CP002621.1,1029313,1
CP002621.1,1029547,1
CP002621.1,1037385,1
CP002621.1,1040351,1
CP002621.1,1041533,1
CP002621.1,1058079,1
CP002621.1,1062254,1
CP002621.1,1066969,1
CP002621.1,1076592,1
CP002621.1,1084911,1
CP002621.1,1094866,1
CP002621.1,1095524,1
CP002621.1,1099830,1
CP002621.1,1101126,1
CP002621.1,1103747,1
CP002621.1,1107099,1
CP002621.1,1110436,1
CP002621.1,1112641,1
CP002621.1,1126073,1
CP002621.1,1129057,1
CP002621.1,1129128,1
CP002621.1,1134032,1
CP002621.1,1135273,1
CP002621.1,1142616,1
CP002621.1,1144669,1
CP002621.1,1145505,1
CP002621.1,1153367,1
CP002621.1,1154850,1
CP002621.1,1154865,1
CP002621.1,1158919,1
CP002621.1,1160286,1
CP002621.1,1163394,1
CP002621.1,1164773,1
CP002621.1,1166089,1
CP002621.1,1169106,1
CP002621.1,1171108,1
CP002621.1,1171432,1
CP002621.1,1171586,1
CP002621.1,1172268,1
CP002621.1,1178579,1
