chr,pos,enzyme
AE004091.2,1283,1
AE004091.2,2742,1
AE004091.2,20967,1
AE004091.2,21546,1
AE004091.2,22412,1
AE004091.2,37629,1
AE004091.2,49354,1
AE004091.2,60324,1
AE004091.2,66818,1
AE004091.2,76135,1
AE004091.2,86808,1
AE004091.2,87509,1
AE004091.2,94112,1
AE004091.2,94614,1
AE004091.2,98307,1
AE004091.2,103967,1
AE004091.2,105433,1
AE004091.2,108628,1
AE004091.2,113114,1
AE004091.2,118182,1
AE004091.2,139375,1
AE004091.2,144913,1
AE004091.2,145862,1
AE004091.2,159158,1
AE004091.2,160055,1
AE004091.2,163971,1
AE004091.2,168377,1
AE004091.2,174302,1
AE004091.2,179893,1
AE004091.2,187686,1
AE004091.2,188692,1
AE004091.2,193243,1
AE004091.2,209632,1
AE004091.2,211227,1
AE004091.2,213308,1
AE004091.2,218393,1
AE004091.2,241735,1
AE004091.2,260497,1
AE004091.2,264507,1
AE004091.2,293396,1
AE004091.2,316362,1
AE004091.2,319352,1
AE004091.2,321434,1
AE004091.2,325449,1
AE004091.2,336861,1
AE004091.2,346237,1
AE004091.2,353611,1
AE004091.2,354245,1
AE004091.2,355646,1
AE004091.2,356040,1
AE004091.2,359458,1
AE004091.2,367021,1
AE004091.2,367087,1
AE004091.2,367132,1
AE004091.2,373374,1
AE004091.2,382717,1
AE004091.2,384374,1
AE004091.2,390530,1
AE004091.2,397673,1
AE004091.2,403435,1
AE004091.2,410109,1
AE004091.2,425098,1
AE004091.2,436761,1
AE004091.2,437055,1
AE004091.2,437784,1
AE004091.2,440465,1
AE004091.2,449096,1
AE004091.2,449386,1
AE004091.2,455810,1
AE004091.2,458883,1
AE004091.2,459909,1
AE004091.2,460176,1
AE004091.2,472758,1
AE004091.2,480535,1
AE004091.2,488706,1
AE004091.2,490109,1
AE004091.2,492538,1
AE004091.2,493330,1
AE004091.2,494124,1
AE004091.2,496495,1
AE004091.2,496853,1
AE004091.2,502832,1
AE004091.2,503105,1
AE004091.2,503555,1
AE004091.2,503992,1
AE004091.2,507427,1
AE004091.2,510271,1
AE004091.2,518151,1
AE004091.2,520173,1
AE004091.2,533994,1
AE004091.2,547297,1
AE004091.2,552204,1
AE004091.2,553550,1
AE004091.2,561083,1
AE004091.2,566368,1
AE004091.2,576650,1
AE004091.2,580175,1
