chr,pos,enzyme
AE015929.1,2031,1
AE015929.1,3069,1
AE015929.1,6417,1
AE015929.1,17659,1
AE015929.1,25383,1
AE015929.1,26568,1
AE015929.1,26751,1
AE015929.1,31519,1
AE015929.1,39335,1
AE015929.1,43664,1
AE015929.1,58536,1
AE015929.1,63282,1
AE015929.1,67525,1
AE015929.1,68028,1
AE015929.1,68037,1
AE015929.1,73327,1
AE015929.1,76300,1
AE015929.1,77308,1
AE015929.1,77317,1
AE015929.1,87007,1
AE015929.1,88624,1
AE015929.1,91953,1
AE015929.1,97020,1
AE015929.1,97854,1
AE015929.1,98368,1
AE015929.1,100141,1
AE015929.1,103144,1
AE015929.1,108824,1
AE015929.1,109091,1
AE015929.1,109626,1
AE015929.1,109837,1
AE015929.1,110281,1
AE015929.1,113764,1
AE015929.1,116295,1
AE015929.1,128364,1
AE015929.1,135545,1
AE015929.1,141242,1
AE015929.1,141381,1
AE015929.1,144049,1
AE015929.1,149614,1
AE015929.1,150736,1
AE015929.1,156431,1
AE015929.1,159887,1
AE015929.1,165840,1
AE015929.1,166608,1
AE015929.1,169028,1
AE015929.1,181439,1
AE015929.1,182915,1
AE015929.1,186470,1
AE015929.1,188890,1
AE015929.1,189107,1
AE015929.1,192163,1
AE015929.1,195154,1
AE015929.1,202379,1
AE015929.1,202877,1
AE015929.1,209040,1
AE015929.1,209332,1
AE015929.1,219725,1
AE015929.1,221026,1
AE015929.1,224929,1
AE015929.1,229427,1
AE015929.1,231454,1
AE015929.1,231931,1
AE015929.1,238111,1
AE015929.1,241821,1
AE015929.1,247109,1
AE015929.1,248909,1
AE015929.1,253670,1
AE015929.1,257297,1
AE015929.1,257306,1
AE015929.1,258195,1
AE015929.1,258206,1
AE015929.1,267227,1
AE015929.1,268079,1
AE015929.1,269918,1
AE015929.1,274088,1
AE015929.1,274580,1
AE015929.1,283793,1
AE015929.1,286835,1
AE015929.1,296031,1
AE015929.1,298269,1
AE015929.1,299974,1
AE015929.1,300742,1
AE015929.1,303051,1
AE015929.1,304627,1
AE015929.1,305685,1
AE015929.1,305819,1
AE015929.1,310267,1
AE015929.1,311489,1
AE015929.1,311939,1
AE015929.1,312137,1
AE015929.1,312269,1
AE015929.1,312302,1
AE015929.1,321796,1
AE015929.1,332258,1
AE015929.1,335516,1
AE015929.1,336019,1
AE015929.1,344237,1
AE015929.1,348130,1
AE015929.1,348139,1
AE015929.1,353673,1
AE015929.1,353682,1
AE015929.1,354871,1
AE015929.1,356746,1
AE015929.1,357537,1
AE015929.1,358063,1
AE015929.1,358866,1
AE015929.1,361678,1
AE015929.1,363091,1
AE015929.1,364037,1
AE015929.1,364974,1
AE015929.1,366277,1
