chr,pos,enzyme
AE017194.1,548,1
AE017194.1,694,1
AE017194.1,1628,1
AE017194.1,2840,1
AE017194.1,5243,1
AE017194.1,6619,1
AE017194.1,8427,1
AE017194.1,9989,1
AE017194.1,12176,1
AE017194.1,16093,1
AE017194.1,16101,1
AE017194.1,16822,1
AE017194.1,17183,1
AE017194.1,17709,1
AE017194.1,20781,1
AE017194.1,23325,1
AE017194.1,28594,1
AE017194.1,29763,1
AE017194.1,31950,1
AE017194.1,34969,1
AE017194.1,39209,1
AE017194.1,40697,1
AE017194.1,42861,1
AE017194.1,47833,1
AE017194.1,49580,1
AE017194.1,50699,1
AE017194.1,56378,1
AE017194.1,70142,1
AE017194.1,72084,1
AE017194.1,79491,1
AE017194.1,81654,1
AE017194.1,83107,1
AE017194.1,85066,1
AE017194.1,88688,1
AE017194.1,91790,1
AE017194.1,94638,1
AE017194.1,96791,1
AE017194.1,99631,1
AE017194.1,100299,1
AE017194.1,105427,1
AE017194.1,106714,1
AE017194.1,107144,1
AE017194.1,110144,1
AE017194.1,117933,1
AE017194.1,118380,1
AE017194.1,118743,1
AE017194.1,120713,1
AE017194.1,121957,1
AE017194.1,123124,1
AE017194.1,124014,1
AE017194.1,125190,1
AE017194.1,128445,1
AE017194.1,129580,1
AE017194.1,131916,1
AE017194.1,132381,1
AE017194.1,137481,1
AE017194.1,140667,1
AE017194.1,146175,1
AE017194.1,148136,1
AE017194.1,158853,1
AE017194.1,159445,1
AE017194.1,163033,1
AE017194.1,163405,1
AE017194.1,164182,1
AE017194.1,168217,1
AE017194.1,169421,1
AE017194.1,177619,1
AE017194.1,182494,1
AE017194.1,183814,1
AE017194.1,186597,1
AE017194.1,191000,1
AE017194.1,196255,1
AE017194.1,200315,1
AE017194.1,218811,1
AE017194.1,224420,1
AE017194.1,227022,1
AE017194.1,228910,1
AE017194.1,232297,1
AE017194.1,232476,1
AE017194.1,237018,1
AE017194.1,245056,1
AE017194.1,249398,1
AE017194.1,251360,1
AE017194.1,253577,1
AE017194.1,256433,1
AE017194.1,259618,1
AE017194.1,262789,1
AE017194.1,267072,1
AE017194.1,273698,1
AE017194.1,276573,1
AE017194.1,280280,1
AE017194.1,282239,1
AE017194.1,286795,1
AE017194.1,290976,1
AE017194.1,293801,1
AE017194.1,294844,1
AE017194.1,295683,1
AE017194.1,295909,1
AE017194.1,301330,1
AE017194.1,303291,1
AE017194.1,307080,1
AE017194.1,308412,1
AE017194.1,309156,1
AE017194.1,311144,1
AE017194.1,314541,1
AE017194.1,316500,1
AE017194.1,319137,1
AE017194.1,323640,1
AE017194.1,325601,1
AE017194.1,331458,1
AE017194.1,333419,1
AE017194.1,341869,1
AE017194.1,342237,1
AE017194.1,343956,1
AE017194.1,353539,1
AE017194.1,353857,1
AE017194.1,355899,1
AE017194.1,357004,1
AE017194.1,358987,1
AE017194.1,359108,1
AE017194.1,369428,1
AE017194.1,371487,1
AE017194.1,372084,1
AE017194.1,382082,1
AE017194.1,387827,1
AE017194.1,390563,1
AE017194.1,392689,1
AE017194.1,400086,1
AE017194.1,405414,1
AE017194.1,417194,1
AE017194.1,417267,1
AE017194.1,418675,1
AE017194.1,430326,1
AE017194.1,432216,1
AE017194.1,432687,1
AE017194.1,433968,1
AE017194.1,438181,1
AE017194.1,441630,1
AE017194.1,447615,1
AE017194.1,449887,1
AE017194.1,453476,1
AE017194.1,462608,1
AE017194.1,462623,1
AE017194.1,462710,1
AE017194.1,473024,1
AE017194.1,473925,1
AE017194.1,487183,1
AE017194.1,489787,1
AE017194.1,493929,1
AE017194.1,496518,1
AE017194.1,505736,1
AE017194.1,506235,1
AE017194.1,514652,1
AE017194.1,516474,1
AE017194.1,518995,1
AE017194.1,522761,1
AE017194.1,523314,1
AE017194.1,528577,1
AE017194.1,537827,1
AE017194.1,539167,1
AE017194.1,541355,1
AE017194.1,542722,1
AE017194.1,543500,1
AE017194.1,543542,1
AE017194.1,544294,1
AE017194.1,544694,1
AE017194.1,557200,1
AE017194.1,557341,1
AE017194.1,559940,1
AE017194.1,566343,1
AE017194.1,567748,1
AE017194.1,578231,1
AE017194.1,578273,1
AE017194.1,578510,1
AE017194.1,578560,1
AE017194.1,579888,1
AE017194.1,582769,1
AE017194.1,583833,1
AE017194.1,592616,1
AE017194.1,595929,1
AE017194.1,600724,1
AE017194.1,605612,1
AE017194.1,607572,1
AE017194.1,610799,1
AE017194.1,619596,1
AE017194.1,621455,1
AE017194.1,628136,1
AE017194.1,630891,1
AE017194.1,633502,1
AE017194.1,636499,1
AE017194.1,639787,1
AE017194.1,641448,1
AE017194.1,641818,1
AE017194.1,644161,1
AE017194.1,653069,1
AE017194.1,654307,1
AE017194.1,654697,1
AE017194.1,659931,1
AE017194.1,660667,1
AE017194.1,660901,1
AE017194.1,685157,1
AE017194.1,685461,1
AE017194.1,689351,1
AE017194.1,697626,1
AE017194.1,703351,1
AE017194.1,706725,1
AE017194.1,708185,1
AE017194.1,711064,1
AE017194.1,720156,1
AE017194.1,721290,1
