chr,pos,enzyme
U00096.3,3841,1
U00096.3,12888,1
U00096.3,32544,1
U00096.3,50236,1
U00096.3,56281,1
U00096.3,96859,1
U00096.3,101760,1
U00096.3,102291,1
U00096.3,103130,1
U00096.3,105415,1
U00096.3,107919,1
U00096.3,108719,1
U00096.3,111262,1
U00096.3,113234,1
U00096.3,123571,1
U00096.3,131740,1
U00096.3,134624,1
U00096.3,147765,1
U00096.3,149889,1
U00096.3,152845,1
U00096.3,155527,1
U00096.3,173849,1
U00096.3,190655,1
U00096.3,191390,1
U00096.3,193661,1
U00096.3,211340,1
U00096.3,218145,1
U00096.3,218310,1
U00096.3,224443,1
U00096.3,228918,1
U00096.3,231892,1
U00096.3,233741,1
U00096.3,235485,1
U00096.3,237073,1
U00096.3,237336,1
U00096.3,252011,1
U00096.3,258757,1
U00096.3,269257,1
U00096.3,275045,1
U00096.3,290482,1
U00096.3,294361,1
U00096.3,299212,1
U00096.3,303930,1
U00096.3,304465,1
U00096.3,311511,1
U00096.3,329729,1
U00096.3,332372,1
U00096.3,332730,1
U00096.3,337902,1
U00096.3,340750,1
U00096.3,363281,1
U00096.3,383044,1
U00096.3,394875,1
U00096.3,402540,1
U00096.3,402871,1
U00096.3,413099,1
U00096.3,420499,1
U00096.3,421429,1
U00096.3,428483,1
U00096.3,448300,1
U00096.3,453609,1
U00096.3,455882,1
U00096.3,457062,1
U00096.3,458124,1
U00096.3,458469,1
U00096.3,472575,1
U00096.3,481559,1
U00096.3,484833,1
U00096.3,490002,1
U00096.3,491221,1
U00096.3,497495,1
U00096.3,501066,1
U00096.3,506135,1
U00096.3,523070,1
U00096.3,536549,1
U00096.3,546553,1
U00096.3,561948,1
U00096.3,575681,1
U00096.3,576420,1
U00096.3,576576,1
U00096.3,582973,1
U00096.3,587031,1
U00096.3,611867,1
U00096.3,614858,1
U00096.3,625738,1
U00096.3,632630,1
U00096.3,639001,1
U00096.3,640109,1
U00096.3,641789,1
U00096.3,641994,1
U00096.3,644110,1
U00096.3,648113,1
U00096.3,649052,1
U00096.3,657514,1
U00096.3,658216,1
U00096.3,662200,1
U00096.3,662609,1
U00096.3,677262,1
U00096.3,679618,1
U00096.3,688941,1
U00096.3,691268,1
U00096.3,694223,1
U00096.3,704549,1
U00096.3,704783,1
U00096.3,716315,1
U00096.3,722232,1
U00096.3,723933,1
U00096.3,728861,1
U00096.3,730266,1
U00096.3,752097,1
U00096.3,774606,1
U00096.3,806381,1
U00096.3,813545,1
U00096.3,856389,1
U00096.3,871973,1
U00096.3,874787,1
U00096.3,879762,1
U00096.3,886016,1
U00096.3,889888,1
U00096.3,918730,1
U00096.3,919313,1
U00096.3,925177,1
U00096.3,930817,1
U00096.3,947021,1
U00096.3,967646,1
U00096.3,988244,1
U00096.3,989081,1
U00096.3,992138,1
U00096.3,992223,1
U00096.3,1004437,1
U00096.3,1005788,1
U00096.3,1006648,1
